StudentSK,CourseSK,AssessmentSK,score,weight,is_submitted,is_passed,is_late,days_late,is_banked
355,1,1.0,87.0,10.0,1,1,1,1.0,0
356,1,1.0,66.0,10.0,1,1,0,-2.0,0
357,1,1.0,80.0,10.0,1,1,1,4.0,0
358,1,1.0,64.0,10.0,1,1,0,0.0,0
359,1,1.0,70.0,10.0,1,1,0,-4.0,0
360,1,1.0,68.0,10.0,1,1,0,-1.0,0
361,1,1.0,67.0,10.0,1,1,1,7.0,0
363,1,1.0,67.0,10.0,1,1,0,0.0,0
364,1,1.0,76.0,10.0,1,1,1,7.0,0
365,1,1.0,66.0,10.0,1,1,0,-1.0,0
366,1,1.0,78.0,10.0,1,1,0,0.0,0
367,1,1.0,49.0,10.0,1,1,0,0.0,0
368,1,1.0,87.0,10.0,1,1,0,0.0,0
369,1,1.0,75.0,10.0,1,1,0,-5.0,0
370,1,1.0,83.0,10.0,1,1,0,0.0,0
371,1,1.0,48.0,10.0,1,1,1,3.0,0
372,1,1.0,76.0,10.0,1,1,0,0.0,0
373,1,1.0,67.0,10.0,1,1,0,-2.0,0
374,1,1.0,59.0,10.0,1,1,0,-1.0,0
375,1,1.0,46.0,10.0,1,1,0,-2.0,0
376,1,1.0,83.0,10.0,1,1,0,0.0,0
377,1,1.0,74.0,10.0,1,1,0,0.0,0
378,1,1.0,70.0,10.0,1,1,0,0.0,0
379,1,1.0,86.0,10.0,1,1,0,0.0,0
380,1,1.0,86.0,10.0,1,1,0,0.0,0
382,1,1.0,89.0,10.0,1,1,0,-2.0,0
383,1,1.0,58.0,10.0,1,1,1,3.0,0
226,1,2.0,68.0,20.0,1,1,1,2.0,0
227,1,2.0,83.0,20.0,1,1,0,-1.0,0
229,1,2.0,61.0,20.0,1,1,0,-3.0,0
230,1,2.0,80.0,20.0,1,1,0,-2.0,0
231,1,2.0,73.0,20.0,1,1,0,-1.0,0
232,1,2.0,63.0,20.0,1,1,0,-1.0,0
233,1,2.0,78.0,20.0,1,1,0,0.0,0
234,1,2.0,77.0,20.0,1,1,0,0.0,0
235,1,2.0,62.0,20.0,1,1,0,-1.0,0
236,1,2.0,68.0,20.0,1,1,0,-1.0,0
237,1,2.0,58.0,20.0,1,1,0,0.0,0
238,1,2.0,65.0,20.0,1,1,0,0.0,0
239,1,2.0,85.0,20.0,1,1,0,0.0,0
240,1,2.0,65.0,20.0,1,1,1,10.0,0
241,1,2.0,25.0,20.0,1,0,1,7.0,0
242,1,2.0,68.0,20.0,1,1,1,16.0,0
243,1,2.0,60.0,20.0,1,1,1,52.0,0
245,1,2.0,76.0,20.0,1,1,0,0.0,0
246,1,2.0,54.0,20.0,1,1,0,-1.0,0
247,1,2.0,64.0,20.0,1,1,1,3.0,0
248,1,2.0,77.0,20.0,1,1,0,0.0,0
249,1,2.0,83.0,20.0,1,1,0,0.0,0
251,1,2.0,85.0,20.0,1,1,0,-1.0,0
252,1,2.0,86.0,20.0,1,1,0,-1.0,0
254,1,2.0,78.0,20.0,1,1,0,0.0,0
255,1,2.0,87.0,20.0,1,1,0,-1.0,0
256,1,2.0,57.0,20.0,1,1,0,0.0,0
258,1,2.0,63.0,20.0,1,1,1,5.0,0
259,1,2.0,76.0,20.0,1,1,1,7.0,0
260,1,2.0,74.0,20.0,1,1,0,-1.0,0
261,1,2.0,60.0,20.0,1,1,0,-1.0,0
262,1,2.0,72.0,20.0,1,1,0,0.0,0
263,1,2.0,69.0,20.0,1,1,0,0.0,0
264,1,2.0,69.0,20.0,1,1,1,4.0,0
265,1,2.0,67.0,20.0,1,1,0,-3.0,0
266,1,2.0,50.0,20.0,1,1,0,-6.0,0
267,1,2.0,50.0,20.0,1,1,1,8.0,0
268,1,2.0,90.0,20.0,1,1,1,10.0,0
269,1,2.0,76.0,20.0,1,1,0,-1.0,0
270,1,2.0,71.0,20.0,1,1,0,0.0,0
271,1,2.0,76.0,20.0,1,1,0,-1.0,0
272,1,2.0,71.0,20.0,1,1,1,1.0,0
273,1,2.0,55.0,20.0,1,1,0,0.0,0
274,1,2.0,40.0,20.0,1,1,0,-6.0,0
275,1,2.0,53.0,20.0,1,1,0,0.0,0
276,1,2.0,64.0,20.0,1,1,0,0.0,0
277,1,2.0,64.0,20.0,1,1,1,7.0,0
278,1,2.0,60.0,20.0,1,1,1,8.0,0
279,1,2.0,69.0,20.0,1,1,0,0.0,0
280,1,2.0,80.0,20.0,1,1,1,7.0,0
281,1,2.0,62.0,20.0,1,1,1,5.0,0
282,1,2.0,56.0,20.0,1,1,0,-1.0,0
283,1,2.0,60.0,20.0,1,1,0,0.0,0
285,1,2.0,67.0,20.0,1,1,0,-1.0,0
286,1,2.0,64.0,20.0,1,1,1,8.0,0
288,1,2.0,67.0,20.0,1,1,0,-4.0,0
289,1,2.0,63.0,20.0,1,1,0,-3.0,0
290,1,2.0,61.0,20.0,1,1,0,-2.0,0
291,1,2.0,75.0,20.0,1,1,0,-3.0,0
292,1,2.0,57.0,20.0,1,1,0,-1.0,0
293,1,2.0,76.0,20.0,1,1,0,-1.0,0
294,1,2.0,38.0,20.0,1,0,1,4.0,0
295,1,2.0,79.0,20.0,1,1,1,7.0,0
296,1,2.0,50.0,20.0,1,1,1,14.0,0
297,1,2.0,59.0,20.0,1,1,0,0.0,0
298,1,2.0,51.0,20.0,1,1,0,0.0,0
301,1,2.0,54.0,20.0,1,1,1,15.0,0
302,1,2.0,74.0,20.0,1,1,0,0.0,0
303,1,2.0,67.0,20.0,1,1,0,0.0,0
304,1,2.0,45.0,20.0,1,1,0,0.0,0
305,1,2.0,60.0,20.0,1,1,0,0.0,0
307,1,2.0,85.0,20.0,1,1,1,8.0,0
309,1,2.0,85.0,20.0,1,1,1,4.0,0
310,1,2.0,50.0,20.0,1,1,0,-1.0,0
311,1,2.0,72.0,20.0,1,1,0,0.0,0
312,1,2.0,74.0,20.0,1,1,1,3.0,0
313,1,2.0,57.0,20.0,1,1,0,-1.0,0
314,1,2.0,83.0,20.0,1,1,0,-2.0,0
315,1,2.0,72.0,20.0,1,1,1,13.0,0
316,1,2.0,77.0,20.0,1,1,0,0.0,0
318,1,2.0,77.0,20.0,1,1,0,-1.0,0
319,1,2.0,60.0,20.0,1,1,1,4.0,0
320,1,2.0,34.0,20.0,1,0,0,0.0,0
321,1,2.0,60.0,20.0,1,1,1,5.0,0
322,1,2.0,86.0,20.0,1,1,0,0.0,0
323,1,2.0,86.0,20.0,1,1,1,8.0,0
324,1,2.0,50.0,20.0,1,1,1,2.0,0
325,1,2.0,51.0,20.0,1,1,0,-1.0,0
326,1,2.0,67.0,20.0,1,1,1,1.0,0
327,1,2.0,83.0,20.0,1,1,1,4.0,0
328,1,2.0,72.0,20.0,1,1,0,-1.0,0
329,1,2.0,50.0,20.0,1,1,1,3.0,0
330,1,2.0,67.0,20.0,1,1,0,-2.0,0
331,1,2.0,76.0,20.0,1,1,0,0.0,0
332,1,2.0,75.0,20.0,1,1,0,0.0,0
333,1,2.0,75.0,20.0,1,1,0,-2.0,0
334,1,2.0,50.0,20.0,1,1,1,8.0,0
335,1,2.0,64.0,20.0,1,1,1,9.0,0
336,1,2.0,80.0,20.0,1,1,0,-5.0,0
337,1,2.0,72.0,20.0,1,1,0,-7.0,0
338,1,2.0,72.0,20.0,1,1,0,0.0,0
340,1,2.0,59.0,20.0,1,1,0,0.0,0
341,1,2.0,54.0,20.0,1,1,1,8.0,0
342,1,2.0,45.0,20.0,1,1,1,21.0,0
343,1,2.0,75.0,20.0,1,1,0,-2.0,0
344,1,2.0,72.0,20.0,1,1,0,-1.0,0
345,1,2.0,64.0,20.0,1,1,0,-1.0,0
346,1,2.0,62.0,20.0,1,1,1,8.0,0
347,1,2.0,55.0,20.0,1,1,0,-1.0,0
348,1,2.0,57.0,20.0,1,1,0,0.0,0
350,1,2.0,72.0,20.0,1,1,0,0.0,0
351,1,2.0,71.0,20.0,1,1,1,3.0,0
353,1,2.0,84.0,20.0,1,1,0,0.0,0
354,1,2.0,65.0,20.0,1,1,0,-1.0,0
355,1,2.0,73.0,20.0,1,1,1,10.0,0
356,1,2.0,66.0,20.0,1,1,0,-2.0,0
357,1,2.0,75.0,20.0,1,1,0,0.0,0
358,1,2.0,72.0,20.0,1,1,1,3.0,0
359,1,2.0,70.0,20.0,1,1,0,-1.0,0
360,1,2.0,70.0,20.0,1,1,0,-2.0,0
361,1,2.0,53.0,20.0,1,1,1,6.0,0
363,1,2.0,68.0,20.0,1,1,1,1.0,0
364,1,2.0,78.0,20.0,1,1,0,0.0,0
365,1,2.0,59.0,20.0,1,1,0,0.0,0
366,1,2.0,81.0,20.0,1,1,0,-1.0,0
367,1,2.0,64.0,20.0,1,1,1,6.0,0
368,1,2.0,81.0,20.0,1,1,0,0.0,0
369,1,2.0,82.0,20.0,1,1,0,-6.0,0
370,1,2.0,84.0,20.0,1,1,1,1.0,0
371,1,2.0,58.0,20.0,1,1,1,7.0,0
